,0,1,2,3,4,max,2nd_highest,median,4th_highest,min,std,range
0,0.65840155,0.39084846,0.52646255,0.5647339,0.5598255,0.6584015488624573,0.5647339224815369,0.5598254799842834,0.5264625549316406,0.39084845781326294,0.09676411,0.26755309104919434
1,-0.25108576,-0.26637113,-0.37352842,-0.14742045,-0.3878527,-0.14742045104503632,-0.2510857582092285,-0.26637113094329834,-0.3735284209251404,-0.3878526985645294,0.09854058,0.2404322475194931
2,0.43958288,0.41689825,0.31207094,0.4914487,0.55011153,0.5501115322113037,0.49144870042800903,0.439582884311676,0.416898250579834,0.31207093596458435,0.08895333,0.23804059624671936
3,-0.011109319,-0.102948695,-0.50747085,-0.22097588,-0.3377313,-0.01110931858420372,-0.10294869542121887,-0.2209758758544922,-0.3377313017845154,-0.5074708461761475,0.19528815,0.49636152759194374
4,0.4217513,0.58127844,0.5269683,0.34881008,0.46834758,0.5812784433364868,0.5269683003425598,0.46834757924079895,0.4217512905597687,0.348810076713562,0.09033871,0.2324683666229248
5,-0.36073416,-0.5122167,-0.4083414,-0.4520855,-0.5689903,-0.36073416471481323,-0.4083414077758789,-0.4520854949951172,-0.5122166872024536,-0.5689902901649475,0.08244589,0.20825612545013428
6,0.7498078,0.7123083,0.5345605,0.8830556,0.8275011,0.8830556273460388,0.827501118183136,0.7498077750205994,0.7123082876205444,0.53456050157547,0.13339725,0.34849512577056885
7,0.76488787,0.49090144,0.74535984,0.77144873,0.75860536,0.7714487314224243,0.7648878693580627,0.7586053609848022,0.7453598380088806,0.4909014403820038,0.12076314,0.28054729104042053
8,0.6372046,0.57323784,0.5388163,0.7636895,0.7774239,0.7774239182472229,0.7636895179748535,0.6372045874595642,0.5732378363609314,0.5388162732124329,0.1086901,0.23860764503479004
9,0.28321737,0.20945732,0.07713638,0.3728087,0.26350814,0.37280869483947754,0.2832173705101013,0.263508141040802,0.20945732295513153,0.07713638246059418,0.10898214,0.29567231237888336
10,0.19940782,-0.058469877,0.0002297163,-0.10343134,-0.085909516,0.19940781593322754,0.00022971630096435547,-0.058469876646995544,-0.08590951561927795,-0.103431336581707,0.12328485,0.30283915251493454
11,0.3621884,0.18157263,-0.03400686,0.3504118,0.18040492,0.3621883988380432,0.3504118025302887,0.18157263100147247,0.1804049164056778,-0.034006860107183456,0.16130897,0.39619525894522667
12,-0.010955747,-0.10160628,-0.39944866,-0.01761576,-0.11558752,-0.010955747216939926,-0.01761575974524021,-0.10160627961158752,-0.115587517619133,-0.3994486629962921,0.15844059,0.3884929157793522
13,0.32896143,0.49693415,0.27726007,0.32627928,0.20034412,0.4969341456890106,0.32896143198013306,0.32627928256988525,0.27726006507873535,0.20034411549568176,0.10884886,0.29659003019332886
14,0.4282527,0.18931551,0.34246424,0.24851927,0.30026358,0.4282526969909668,0.34246423840522766,0.30026358366012573,0.24851927161216736,0.18931551277637482,0.091018975,0.23893718421459198
15,0.3482093,0.34257856,0.40594655,0.36492357,0.3940712,0.4059465527534485,0.39407119154930115,0.3649235665798187,0.34820929169654846,0.34257856011390686,0.027917525,0.06336799263954163
16,-0.61853814,-0.67313325,-0.43294135,-0.44412008,-0.4530325,-0.43294134736061096,-0.4441200792789459,-0.4530324935913086,-0.6185381412506104,-0.6731332540512085,0.1127901,0.24019190669059753
17,0.054032642,0.102507696,-0.14206046,-0.1425703,-0.17216672,0.10250769555568695,0.054032642394304276,-0.14206045866012573,-0.14257030189037323,-0.17216672003269196,0.12800911,0.2746744155883789
18,-0.1896577,-0.17562532,-0.3679816,-0.22640322,-0.28259104,-0.17562532424926758,-0.18965770304203033,-0.22640322148799896,-0.2825910449028015,-0.36798161268234253,0.07858028,0.19235628843307495
19,0.29869956,0.21950082,0.10192785,0.16308738,0.102411024,0.2986995577812195,0.2195008248090744,0.1630873829126358,0.10241102427244186,0.10192784667015076,0.08368084,0.19677171111106873
20,0.049457483,0.14103821,0.09617821,-0.038071506,-0.08018309,0.1410382091999054,0.09617821127176285,0.04945748299360275,-0.03807150572538376,-0.08018308877944946,0.09191548,0.22122129797935486
21,-0.19959158,-0.20775315,-0.009519886,-0.3342891,-0.160443,-0.00951988622546196,-0.1604429930448532,-0.19959157705307007,-0.20775315165519714,-0.3342891037464142,0.116595715,0.3247692175209522
22,0.41345808,0.32370532,0.5998346,0.49794304,0.35258836,0.5998346209526062,0.49794304370880127,0.41345807909965515,0.35258835554122925,0.3237053155899048,0.11263117,0.2761293053627014
23,-0.51800084,-0.59428114,-0.61269236,-0.58376396,-0.7489734,-0.5180008411407471,-0.5837639570236206,-0.5942811369895935,-0.6126923561096191,-0.7489734292030334,0.08471751,0.23097258806228638
24,0.2929342,0.47734883,0.25408843,0.3366227,0.4053409,0.47734883427619934,0.40534090995788574,0.3366226851940155,0.29293420910835266,0.254088431596756,0.08924889,0.22326040267944336
25,-0.016780285,-0.06423792,-0.10667457,-0.1452175,-0.19857907,-0.01678028516471386,-0.06423792243003845,-0.10667456686496735,-0.14521749317646027,-0.1985790729522705,0.07037957,0.18179878778755665
26,-0.28744513,-0.33725715,-0.6095819,-0.45666412,-0.48145795,-0.2874451279640198,-0.33725714683532715,-0.456664115190506,-0.4814579486846924,-0.6095818877220154,0.12691657,0.3221367597579956
27,-0.167119,-0.15558943,-0.0030710418,-0.15795088,-0.060752373,-0.003071041777729988,-0.060752373188734055,-0.15558943152427673,-0.15795087814331055,-0.16711899638175964,0.073302984,0.16404795460402966
28,0.77792066,0.80472964,0.71390736,0.7319045,0.7694913,0.8047296404838562,0.777920663356781,0.7694913148880005,0.7319045066833496,0.7139073610305786,0.036486387,0.09082227945327759
29,0.35169098,0.28821695,0.076044366,0.22425465,0.25210094,0.35169097781181335,0.2882169485092163,0.25210094451904297,0.22425465285778046,0.07604436576366425,0.1025472,0.2756466120481491
30,-0.3431673,-0.5059807,-0.5143341,-0.28480494,-0.4292093,-0.28480494022369385,-0.3431673049926758,-0.42920929193496704,-0.5059806704521179,-0.5143340826034546,0.100568496,0.22952914237976074
31,-0.14799961,-0.19351757,-0.1341742,-0.34786168,-0.42320088,-0.1341741979122162,-0.1479996144771576,-0.1935175657272339,-0.3478616774082184,-0.4232008755207062,0.12901871,0.28902667760849
32,-0.3933353,-0.5057805,-0.5367495,-0.39794475,-0.5211181,-0.3933353126049042,-0.39794474840164185,-0.5057805180549622,-0.5211181044578552,-0.5367494821548462,0.069665946,0.14341416954994202
33,-0.01675029,-0.05421094,-0.22561231,-0.036593534,-0.11796522,-0.016750289127230644,-0.03659353405237198,-0.05421093851327896,-0.1179652214050293,-0.2256123125553131,0.08466275,0.20886202342808247
34,0.03624837,-0.017672814,-0.08170985,0.054250978,0.10957937,0.10957936942577362,0.05425097793340683,0.03624837100505829,-0.017672814428806305,-0.0817098468542099,0.07284511,0.19128921627998352
35,0.9629499,0.87330383,0.8116693,0.84345996,0.9880715,0.9880715012550354,0.9629498720169067,0.8733038306236267,0.843459963798523,0.8116692900657654,0.076398015,0.17640221118927002
36,0.46482518,0.69638765,0.3390025,0.35361388,0.33241457,0.6963876485824585,0.46482518315315247,0.35361388325691223,0.33900249004364014,0.33241456747055054,0.15455642,0.36397308111190796
37,-0.22534166,-0.21088554,-0.16667494,-0.20123693,-0.32250223,-0.16667494177818298,-0.20123693346977234,-0.21088553965091705,-0.22534166276454926,-0.3225022256374359,0.05846361,0.15582728385925293
38,0.035744358,-0.13381132,0.2824248,0.09253514,0.04989837,0.28242480754852295,0.09253513813018799,0.04989837110042572,0.035744357854127884,-0.1338113248348236,0.14886318,0.41623613238334656
39,-0.29082817,-0.024553746,-0.41391924,-0.15091884,-0.44163537,-0.024553745985031128,-0.1509188413619995,-0.2908281683921814,-0.41391924023628235,-0.4416353702545166,0.17668547,0.4170816242694855
40,0.08742372,0.15927118,0.015063323,-0.059090868,-0.08056079,0.15927118062973022,0.08742371946573257,0.015063323080539703,-0.05909086763858795,-0.08056078851222992,0.10029568,0.23983196914196014
41,0.6734808,0.58234954,0.8958709,0.5422316,0.62082165,0.8958709239959717,0.6734808087348938,0.6208216547966003,0.5823495388031006,0.5422316193580627,0.13893093,0.35363930463790894
42,-0.59107417,-0.60699093,-0.54370314,-0.75217855,-0.82092047,-0.5437031388282776,-0.5910741686820984,-0.6069909334182739,-0.7521785497665405,-0.820920467376709,0.11772188,0.2772173285484314
43,0.62688714,0.783584,0.6731705,0.71297836,0.75382173,0.7835839986801147,0.7538217306137085,0.7129783630371094,0.6731705069541931,0.6268871426582336,0.06246587,0.1566968560218811
44,-0.27465466,-0.28703156,-0.32632333,-0.3364914,-0.4417839,-0.27465465664863586,-0.2870315611362457,-0.32632333040237427,-0.3364914059638977,-0.4417839050292969,0.06596903,0.167129248380661
45,0.24299802,0.16136537,0.20154366,0.19426113,0.14995967,0.24299801886081696,0.2015436589717865,0.19426113367080688,0.16136537492275238,0.14995966851711273,0.036685728,0.09303835034370422
46,0.28723,0.24855576,0.18009824,0.16976672,0.29200968,0.2920096814632416,0.2872300148010254,0.2485557645559311,0.18009823560714722,0.16976672410964966,0.05794395,0.12224295735359192
47,-0.6178038,-0.69358045,-0.3460082,-0.3395373,-0.3230043,-0.3230043053627014,-0.33953729271888733,-0.34600821137428284,-0.6178038120269775,-0.6935804486274719,0.17723967,0.3705761432647705
48,0.17076859,0.18190265,0.07069101,0.18252464,0.16512486,0.182524636387825,0.18190264701843262,0.1707685887813568,0.16512486338615417,0.07069101184606552,0.047268763,0.11183362454175949
49,-0.18425228,-0.3690878,-0.09579549,-0.16815954,-0.15087032,-0.09579548984766006,-0.15087032318115234,-0.16815954446792603,-0.1842522770166397,-0.3690877854824066,0.10358825,0.27329229563474655
50,0.19003846,0.3390607,0.007126011,0.2387915,0.03460353,0.3390606939792633,0.23879149556159973,0.19003845751285553,0.034603528678417206,0.007126010954380035,0.13986544,0.33193468302488327
51,-0.016817087,0.1687997,-0.18506378,-0.11852445,-0.17357455,0.16879969835281372,-0.016817087307572365,-0.1185244470834732,-0.1735745519399643,-0.18506377935409546,0.14667353,0.3538634777069092
52,-0.67186624,-0.44902018,-0.70135653,-0.43607992,-0.5779565,-0.4360799193382263,-0.4490201771259308,-0.57795649766922,-0.671866238117218,-0.7013565301895142,0.12270659,0.26527661085128784
53,-0.28217036,-0.46915838,-0.5137259,-0.40552422,-0.55802613,-0.2821703553199768,-0.40552422404289246,-0.4691583812236786,-0.5137258768081665,-0.558026134967804,0.10741393,0.27585577964782715
54,0.23127832,0.38901097,0.27973437,0.20116024,0.28179353,0.3890109658241272,0.2817935347557068,0.27973437309265137,0.23127831518650055,0.2011602371931076,0.071446195,0.1878507286310196
55,0.70474976,0.28706586,0.77044183,0.7278664,0.7817141,0.7817140817642212,0.7704418301582336,0.7278664112091064,0.7047497630119324,0.28706586360931396,0.20769049,0.4946482181549072
56,1.0767727,0.72282696,0.8776679,0.89750123,1.0910181,1.0910180807113647,1.076772689819336,0.8975012302398682,0.8776679039001465,0.7228269577026367,0.15340689,0.368191123008728
57,0.50478935,0.32626134,0.34915882,0.30073413,0.36001876,0.5047893524169922,0.3600187599658966,0.3491588234901428,0.32626134157180786,0.30073413252830505,0.07968162,0.20405521988868713
